temperature,humidity,pressure,status
27.41353816943505,53.10415483868235,1009.7919990231452,0
30.888896163865674,48.84107944941069,1011.902356768902,0
33.25163574870217,44.67973748792509,1011.3504977123067,1
33.96306132332342,58.145359760027276,1010.0325114074553,1
25.379282396608744,52.033329382752704,1012.5302412784253,1
39.64168055357733,39.06407062222489,1012.0239982700881,0
29.633296841852687,44.74276917202471,1010.7557639169828,0
32.732169577083965,35.06771375845766,1006.6784072579866,1
24.58313168488385,37.19935752277027,1010.2894398143667,0
26.67553983730547,60.995249923297315,1013.4994309219986,1
37.551787471917486,47.075080253076955,1010.4670041354141,1
30.247591011280022,51.19993580480184,1011.9934204031022,0
35.30157059429049,47.027424650606605,1007.7076759687483,1
37.24631474016867,37.642180749327395,1006.6139700339744,0
49.59239804948778,47.53171686833731,1009.0758910490289,1
25.86404484630239,59.206305792764304,1012.4374066488225,0
33.39765177179552,53.03701918574295,1009.2933739838986,1
20.6308635520885,64.92122883094635,1009.6145295535143,1
45.90894040240214,42.43636342480515,1014.522236866057,1
20.1153381964551,55.382829696096955,1007.8681925670022,0
32.61818242346307,60.36813986783765,1007.3163638436605,0
31.26365419095867,58.18529293310014,1004.2504051088523,0
27.66387753598613,52.44300368919919,1005.7983969650254,0
38.924481913480165,55.55679395834505,1010.274616381774,1
32.07609260694037,51.796223432236346,1006.820037942352,1
23.62558389775466,58.729049042047606,1006.4250722691525,0
17.304167782050683,47.13604862663335,1011.5130272686713,1
27.092571130789835,50.51698312091507,1009.2633095641166,1
38.2740376195751,49.06260305057945,1012.2399690998194,0
47.95504197638,58.48280032848801,1013.1510877339008,0
38.81077555435651,43.7105555613532,1010.7310476709049,0
27.72035411604002,58.87906729304503,1012.9856841347735,1
37.897294213935936,39.41340251094303,1007.6358337096725,0
33.6735063095979,66.24948491079176,1008.3586791935123,1
40.78148284162975,36.564691625309024,1010.0235892570901,1
28.224968630469597,38.280120029894576,1016.465763093906,0
29.26510815279677,63.95026631790746,1011.7048281073429,0
33.57781498130508,50.52395024745132,1018.3154807936122,0
30.722206966993067,53.05184051823697,1008.0444614518572,0
46.92679833431356,61.46422857609242,1010.7393632248638,0
34.4446142413281,63.2038700263483,1007.1378153806832,1
22.59078062376275,50.97963477266257,1009.0016465800843,1
29.433368218669088,34.11885143338287,1007.4778182762486,0
21.06533975634589,52.77440434141798,1015.4091452651888,1
32.91623164755484,41.38202513333219,1006.6647086516034,1
24.60954451049215,34.73503196043637,1010.6972931830178,1
49.43684090528339,44.69882361512642,1014.1001533601678,0
23.028215393656083,59.29022152645848,1012.4509132669394,1
46.50919968304794,58.22138934863631,1006.4552289727336,1
17.216773499179787,44.17428259835428,1010.3085090588927,1
